word,has_university,has_state_name,has_state_word,length,has_dash,all_capital,has_num,label
universityofhoustonlawcenter,1,0,0,28,0,0,0,1
rensselaerpolytechnicinstitute,1,0,0,30,0,0,0,1
rensselaerpolytechnicinstitute,1,0,0,30,0,0,0,1
fourths,0,0,0,7,0,0,0,0
rpi,0,0,0,3,0,1,0,1
b.s./m.d.,0,0,0,9,0,0,0,0
b.s./j.d.,0,0,0,9,0,0,0,0
riceuniversity,1,0,0,14,0,0,0,1
riceuniversity,1,0,0,14,0,0,0,1
and,0,0,0,3,0,0,0,0
"""sammy""",0,0,0,7,0,0,0,0
robertmorrisuniversity,1,0,0,22,0,0,0,1
suburban,0,0,0,8,0,0,0,0
morris,0,0,0,6,0,0,0,0
rutgersuniversity--newbrunswick,0,0,0,31,1,0,0,1
rutgersuniversity--newbrunswick,0,0,0,31,1,0,0,1
high,0,0,0,4,0,0,0,0
rutgersuniversity,1,0,0,17,0,0,0,1
clubs,0,0,0,5,0,0,0,0
has,0,0,0,3,0,0,0,0
rutgersuniversity--newark,0,0,0,25,1,0,0,1
rutgersuniversity—newark,0,0,0,26,0,0,0,1
largest,0,0,0,7,0,0,0,0
complete,0,0,0,8,0,0,0,0
saintlouisuniversity,1,0,0,20,0,0,0,1
st.louisuniversity,1,0,0,18,0,0,0,1
slu,0,0,0,3,0,1,0,1
good-luck,0,0,0,9,1,0,0,0
sports,0,0,0,6,0,0,0,0
also,0,0,0,4,0,0,0,0
samhoustonstateuniversity,1,0,1,25,0,0,0,1
shsu,0,0,0,4,0,1,0,1
texas,0,1,0,5,0,0,0,0
sam,0,0,0,3,0,0,0,0
sandiegostateuniversity,1,0,1,23,0,0,0,1
utilizes,0,0,0,8,0,0,0,0
a,0,0,0,1,0,0,0,0
sanfranciscostateuniversity,1,0,1,27,0,0,0,1
sfsu,0,0,0,4,0,1,0,1
rocky,0,0,0,5,0,0,0,0
charles,0,0,0,7,0,0,0,0
seattlepacificuniversity,1,0,0,24,0,0,0,1
spu,0,0,0,3,0,1,0,1
christian,0,0,0,9,0,0,0,0
extensive,0,0,0,9,0,0,0,0
setonhalluniversity,1,0,0,19,0,0,0,1
shu,0,0,0,3,0,1,0,1
health,0,0,0,6,0,0,0,0
career,0,0,0,6,0,0,0,0
shenandoahuniversity,1,0,0,20,0,0,0,1
su,0,0,0,2,0,1,0,1
harry,0,0,0,5,0,0,0,0
byrd,0,0,0,4,0,0,0,0
eleanorwadecusterschoolofnursing,0,0,0,32,0,0,0,1
dunn,0,0,0,4,0,0,0,0
southdakotastateuniversity,1,1,1,26,0,0,0,1
sdsu,0,0,0,4,0,1,0,1
biological,0,0,0,10,0,0,0,0
pharmacy,0,0,0,8,0,0,0,0
southernillinoisuniversity--carbondale,0,1,0,38,1,0,0,1
siu--carbondale,0,0,0,15,1,0,0,1
shrink,0,0,0,6,0,0,0,0
siuc,0,0,0,4,0,1,0,1
percent,0,0,0,7,0,0,0,0
arts,0,0,0,4,0,0,0,0
southernmethodistuniversity,1,0,0,27,0,0,0,1
southernmethodistuniversity,1,0,0,27,0,0,0,1
sunshine,0,0,0,8,0,0,0,0
presidential,0,0,0,12,0,0,0,0
i,0,0,0,1,0,1,0,0
smu,0,0,0,3,0,1,0,1
spaldinguniversity,1,0,0,18,0,0,0,1
su,0,0,0,2,0,1,0,1
kentucky,0,1,0,8,0,0,0,0
unsurpassed,0,0,0,11,0,0,0,0
st.johnfishercollege,1,0,0,20,0,0,0,1
fisher,0,0,0,6,0,0,0,0
st.john'suniversity,1,0,0,19,0,0,0,1
roman,0,0,0,5,0,0,0,0
catholic,0,0,0,8,0,0,0,0
st.john'suniversity,1,0,0,19,0,0,0,1
governor,0,0,0,8,0,0,0,0
stanforduniversity,1,0,0,18,0,0,0,1
"""biggame""",0,0,0,9,0,0,0,0
stanforduniversity,1,0,0,18,0,0,0,1
u.s.president,0,0,0,13,0,0,0,0
stevensinstituteoftechnology,1,0,0,28,0,0,0,1
stevensinstituteoftechnology,1,0,0,28,0,0,0,1
subway,0,0,0,6,0,0,0,0
her,0,0,0,3,0,0,0,0
stonybrookuniversity--suny,0,0,0,26,1,0,0,1
stonybrookuniversity--suny,0,0,0,26,1,0,0,1
stonybrookuniversity,1,0,0,20,0,0,0,1
not,0,0,0,3,0,0,0,0
time,0,0,0,4,0,0,0,0
student-made,0,0,0,12,1,0,0,0
suffolkuniversity,1,0,0,17,0,0,0,1
visitors,0,0,0,8,0,0,0,0
historic,0,0,0,8,0,0,0,0
suffolkuniversity,1,0,0,17,0,0,0,1
arts,0,0,0,4,0,0,0,0
sunycollegeofenvironmentalscienceandforestry,1,0,0,44,0,0,0,1
sunycollegeofenvironmentalscienceandforestry,1,0,0,44,0,0,0,1
degrees,0,0,0,7,0,0,0,0
campus,0,0,0,6,0,0,0,0
syracuseuniversity,1,0,0,18,0,0,0,1
winterfest,0,0,0,10,0,0,0,0
syracuseuniversity,1,0,0,18,0,0,0,1
abroad,0,0,0,6,0,0,0,0
templeuniversity,1,0,0,16,0,0,0,1
templeuniversity,1,0,0,16,0,0,0,1
research,0,0,0,8,0,0,0,0
asian,0,0,0,5,0,0,0,0
tennesseestateuniversity,1,1,1,24,0,0,0,1
tsu,0,0,0,3,0,1,0,1
tennesseestate,0,1,1,14,0,0,0,1
oprah,0,0,0,5,0,0,0,0
winfrey,0,0,0,7,0,0,0,0
olympic,0,0,0,7,0,0,0,0
tennesseetechnologicaluniversity,1,1,0,32,0,0,0,1
ttu,0,0,0,3,0,1,0,1
ecosystems,0,0,0,10,0,0,0,0
unbeatable,0,0,0,10,0,0,0,0
texasa&muniversity--collegestation,0,1,0,34,1,0,0,1
in-state,0,0,0,8,1,0,0,0
texasa&m,0,1,0,8,0,0,0,1
during,0,0,0,6,0,0,0,0
texasa&muniversity--commerce,0,1,0,28,1,0,0,1
dallas/fort,0,0,0,11,0,0,0,0
tamu-commerce,0,0,0,13,1,0,0,1
top25,0,0,0,5,0,0,1,0
u.s.,0,0,0,4,0,0,0,0
tamuc,0,0,0,5,0,1,0,1
95%,0,0,0,3,0,0,1,0
texasa&muniversity--corpuschristi,0,1,0,33,1,0,0,1
tamusc,0,0,0,6,0,1,0,1
dedicated,0,0,0,9,0,0,0,0
hispanicservinginstitution,0,0,0,26,0,0,0,1
hsi,0,0,0,3,0,1,0,1
gaps,0,0,0,4,0,0,0,0
prominence,0,0,0,10,0,0,0,0
texasa&muniversity--kingsville,0,1,0,30,1,0,0,1
tamuk,0,0,0,5,0,1,0,1
federally,0,0,0,9,0,0,0,0
ranch,0,0,0,5,0,0,0,0
texaschristianuniversity,1,1,0,24,0,0,0,1
texaschristianuniversity,1,1,0,24,0,0,0,1
with,0,0,0,4,0,0,0,0
percent,0,0,0,7,0,0,0,0
texassouthernuniversity,1,1,0,23,0,0,0,1
tsuniversity,1,0,0,12,0,0,0,1
barbara,0,0,0,7,0,0,0,0
jordan,0,0,0,6,0,0,0,0
mickey,0,0,0,6,0,0,0,0
leland,0,0,0,6,0,0,0,0
tsu,0,0,0,3,0,1,0,1
texasstateuniversity,1,1,1,20,0,0,0,1
texasstate,0,1,1,10,0,0,0,1
lyndon,0,0,0,6,0,0,0,0
johnson,0,0,0,7,0,0,0,0
texastechuniversity,1,1,0,19,0,0,0,1
texastechuniversity,1,1,0,19,0,0,0,1
redraiders,0,0,0,10,0,0,0,0
sports,0,0,0,6,0,0,0,0
texaswoman'suniversity,1,1,0,22,0,0,0,1
twu,0,0,0,3,0,1,0,1
civic,0,0,0,5,0,0,0,0
focusing,0,0,0,8,0,0,0,0
treveccanazareneuniversity,1,0,0,26,0,0,0,1
tnu,0,0,0,3,0,1,0,1
spiritual,0,0,0,9,0,0,0,0
internships,0,0,0,11,0,0,0,0
trinityinternationaluniversity,1,0,0,30,0,0,0,1
tiu,0,0,0,3,0,1,0,1
faithfulness,0,0,0,12,0,0,0,0
maturely,0,0,0,8,0,0,0,0
tuftsuniversity,1,0,0,15,0,0,0,1
tuftsuniversity,1,0,0,15,0,0,0,1
tuftsuniversity,1,0,0,15,0,0,0,1
beelzebubs,0,0,0,10,0,0,0,0
the,0,0,0,3,0,0,0,0
andy,0,0,0,4,0,0,0,0
tulaneuniversity,1,0,0,16,0,0,0,1
calendar,0,0,0,8,0,0,0,0
in,0,0,0,2,0,0,0,0
tulaneuniversity,1,0,0,16,0,0,0,1
unioninstituteanduniversity,1,0,0,27,0,0,0,1
uiu,0,0,0,3,0,1,0,1
hybrid,0,0,0,6,0,0,0,0
mission,0,0,0,7,0,0,0,0
unionuniversity,1,0,0,15,0,0,0,1
city,0,0,0,4,0,0,0,0
4-1-4-based,0,0,0,11,1,0,1,0
universityatalbany--suny,1,0,0,24,1,0,0,1
theuniversityatalbany,1,0,0,21,0,0,0,1
business,0,0,0,8,0,0,0,0
including,0,0,0,9,0,0,0,0
universityatbuffalo--suny,1,0,0,25,1,0,0,1
suburban,0,0,0,8,0,0,0,0
universityatbuffalo--suny,1,0,0,25,1,0,0,1
fees,0,0,0,4,0,0,0,0
universityofakron,1,0,0,17,0,0,0,1
uoa,0,0,0,3,0,1,0,1
theater,0,0,0,7,0,0,0,0
barnes,0,0,0,6,0,0,0,0
starbucks,0,0,0,9,0,0,0,0
universityofalabama,1,1,0,19,0,0,0,1
flagship,0,0,0,8,0,0,0,0
tuscaloosa,0,0,0,10,0,0,0,0
universityofalabama--birmingham,1,0,0,31,1,0,0,1
fees,0,0,0,4,0,0,0,0
universityofalabama--huntsville,1,0,0,31,1,0,0,1
universityofalabama--huntsville,1,0,0,31,1,0,0,1
located,0,0,0,7,0,0,0,0
northern,0,0,0,8,0,0,0,0
universityofalaska--fairbanks,1,0,0,29,1,0,0,1
uoa-fairbanks,0,0,0,13,1,0,0,1
uaf,0,0,0,3,0,1,0,1
tundra,0,0,0,6,0,0,0,0
frontier,0,0,0,8,0,0,0,0
intramural,0,0,0,10,0,0,0,0
universityofarizona,1,1,0,19,0,0,0,1
freshmen,0,0,0,8,0,0,0,0
universityofarizona,1,1,0,19,0,0,0,1
medicine,0,0,0,8,0,0,0,0
universityofarkansas,1,1,0,20,0,0,0,1
universityofarkansas,1,1,0,20,0,0,0,1
fayetteville,0,0,0,12,0,0,0,0
johnmayer,0,0,0,9,0,0,0,0
universityofarkansas--littlerock,1,0,0,32,1,0,0,1
ualr,0,0,0,4,0,1,0,1
creek,0,0,0,5,0,0,0,0
baccalaureate,0,0,0,13,0,0,0,0
universityofcalifornia--berkeley,1,0,0,32,1,0,0,1
uc-berkeley,0,0,0,11,1,0,0,1
pac-12,0,0,0,6,1,0,1,0
u.s.supreme,0,0,0,11,0,0,0,0
universityofcalifornia--davis,1,0,0,29,1,0,0,1
"$14,046",0,0,0,7,0,0,1,0
universityofcalifornia--davis,1,0,0,29,1,0,0,1
sacramento,0,0,0,10,0,0,0,0
eggheads,0,0,0,8,0,0,0,0
ucdavis,0,0,0,7,0,0,0,1
universityofcalifornia--irvine,1,0,0,30,1,0,0,1
universityofcalifornia--irvine,1,0,0,30,1,0,0,1
uc—irvine,0,0,0,11,0,0,0,1
mascot,0,0,0,6,0,0,0,0
can,0,0,0,3,0,0,0,0
areas,0,0,0,5,0,0,0,0
universityofcalifornia--losangeles,1,0,0,34,1,0,0,1
so,0,0,0,2,0,0,0,0
radio,0,0,0,5,0,0,0,0
ucla,0,0,0,4,0,1,0,1
universityofcalifornia--merced,1,0,0,30,1,0,0,1
"$13,262",0,0,0,7,0,0,1,0
universityofcalifornia--sandiego,1,0,0,32,1,0,0,1
universityofcalifornia--sandiego,1,0,0,32,1,0,0,1
ucsd,0,0,0,4,0,1,0,1
on-campus,0,0,0,9,1,0,0,0
one,0,0,0,3,0,0,0,0
"""bud""",0,0,0,5,0,0,0,0
universityofcalifornia--santabarbara,1,0,0,36,1,0,0,1
quarter-based,0,0,0,13,1,0,0,0
join,0,0,0,4,0,0,0,0
ucsb,0,0,0,4,0,1,0,1
universityofcalifornia--santacruz,1,0,0,33,1,0,0,1
universityofcalifornia--santacruz,1,0,0,33,1,0,0,1
rvs,0,0,0,3,0,0,0,0
full-time,0,0,0,9,1,0,0,0
ucsantacruz,0,0,0,11,0,0,0,1
75-mile,0,0,0,7,1,0,1,0
universityofcentralflorida,1,1,0,26,0,0,0,1
ucf,0,0,0,3,0,1,0,1
through,0,0,0,7,0,0,0,0
curb,0,0,0,4,0,0,0,0
universityofchicago,1,0,0,19,0,0,0,1
rich,0,0,0,4,0,0,0,0
hav,0,0,0,3,0,0,0,0
universityofchicago,1,0,0,19,0,0,0,1
universityofcincinnati,1,0,0,22,0,0,0,1
universityofcincinnati,1,0,0,22,0,0,0,1
highly,0,0,0,6,0,0,0,0
fine,0,0,0,4,0,0,0,0
uc,0,0,0,2,0,1,0,1
much,0,0,0,4,0,0,0,0
universityofcolorado--boulder,1,0,0,29,1,0,0,1
cu­--boulder,0,0,0,13,1,0,0,1
1:15,0,0,0,4,0,0,1,0
a.m.,0,0,0,4,0,0,0,0
universityofcolorado--denver,1,0,0,28,1,0,0,1
cudenver,0,0,0,8,0,0,0,1
nursing,0,0,0,7,0,0,0,0
physical,0,0,0,8,0,0,0,0
universityofconnecticut,1,1,0,23,0,0,0,1
out-of-state,0,0,0,12,1,0,0,0
30-minute,0,0,0,9,1,0,1,0
universityofconnecticut,1,1,0,23,0,0,0,1
universityofdayton,1,0,0,18,0,0,0,1
ud,0,0,0,2,0,1,0,1
program,0,0,0,7,0,0,0,0
also,0,0,0,4,0,0,0,0
universityofdelaware,1,1,0,20,0,0,0,1
45-55,0,0,0,5,1,0,1,0
45-mile,0,0,0,7,1,0,1,0
universityofdelaware,1,1,0,20,0,0,0,1
universityofdenver,1,0,0,18,0,0,0,1
ski,0,0,0,3,0,0,0,0
nuggets,0,0,0,7,0,0,0,0
du,0,0,0,2,0,1,0,1
universityofflorida,1,1,0,19,0,0,0,1
uf,0,0,0,2,0,1,0,1
ben,0,0,0,3,0,0,0,0
opt,0,0,0,3,0,0,0,0
universityofgeorgia,1,1,0,19,0,0,0,1
are,0,0,0,3,0,0,0,0
24-hour,0,0,0,7,1,0,1,0
uga,0,0,0,3,0,1,0,1
universityofhartford,1,0,0,20,0,0,0,1
universityofhartford,1,0,0,20,0,0,0,1
uhart,0,0,0,5,0,0,0,1
or,0,0,0,2,0,0,0,0
from,0,0,0,4,0,0,0,0
universityofhawaii--manoa,1,0,0,25,1,0,0,1
oahu,0,0,0,4,0,0,0,0
uhmanoa,0,0,0,7,0,0,0,1
wide,0,0,0,4,0,0,0,0
universityofhouston,1,0,0,19,0,0,0,1
uh,0,0,0,2,0,1,0,1
cougars,0,0,0,7,0,0,0,0
bauer,0,0,0,5,0,0,0,0
universityofidaho,1,1,0,17,0,0,0,1
universityofidaho,1,1,0,17,0,0,0,1
moscow,0,0,0,6,0,0,0,0
opponents,0,0,0,9,0,0,0,0
universityofillinois--chicago,1,0,0,29,1,0,0,1
uic,0,0,0,3,0,1,0,1
near,0,0,0,4,0,0,0,0
variety,0,0,0,7,0,0,0,0
universityofillinois--urbana-champaign,1,0,0,38,1,0,0,1
out-of-state,0,0,0,12,1,0,0,0
it’s,0,0,0,6,0,0,0,0
uiuc,0,0,0,4,0,1,0,1
universityofiowa,1,1,0,16,0,0,0,1
universityofiowa,1,1,0,16,0,0,0,1
royj.,0,0,0,5,0,0,0,0
henryb.tippie,0,0,0,13,0,0,0,0
universityofkansas,1,1,0,18,0,0,0,1
best,0,0,0,4,0,0,0,0
universityofkentucky,1,1,0,20,0,0,0,1
uk,0,0,0,2,0,1,0,1
make,0,0,0,4,0,0,0,0
visiting,0,0,0,8,0,0,0,0
universityoflaverne,1,0,0,19,0,0,0,1
"$39,900",0,0,0,7,0,0,1,0
universityoflouisiana--lafayette,1,0,0,32,1,0,0,1
ull,0,0,0,3,0,1,0,1
cajuns,0,0,0,6,0,0,0,0
ul-lafayette,0,0,0,12,1,0,0,1
synergy,0,0,0,7,0,0,0,0
universityoflouisiana--monroe,1,0,0,29,1,0,0,1
"$19,758",0,0,0,7,0,0,1,0
ulm,0,0,0,3,0,1,0,1
mon1ro3e,0,0,0,8,0,0,1,0
universityoflouisville,1,0,0,22,0,0,0,1
business,0,0,0,8,0,0,0,0
fraternities,0,0,0,12,0,0,0,0
uofl,0,0,0,4,0,0,0,1
universityofmaine,1,1,0,17,0,0,0,1
approximately,0,0,0,13,0,0,0,0
canadian,0,0,0,8,0,0,0,0
border,0,0,0,6,0,0,0,0
participate,0,0,0,11,0,0,0,0
universityofmaryland--baltimorecounty,1,0,0,37,1,0,0,1
universityofmaryland—baltimorecounty,1,0,0,38,0,0,0,1
chapter,0,0,0,7,0,0,0,0
universityofmaryland--collegepark,1,0,0,33,1,0,0,1
d.c.-area,0,0,0,9,1,0,0,0
nose,0,0,0,4,0,0,0,0
universityofmaryland,1,1,0,20,0,0,0,1
universityofmaryland--easternshore,1,0,0,34,1,0,0,1
toxicology,0,0,0,10,0,0,0,0
mideastern,0,0,0,10,0,0,0,0
umes,0,0,0,4,0,1,0,1
universityofmassachusetts--amherst,1,0,0,34,1,0,0,1
umassamherstuniversity,1,0,0,22,0,0,0,1
uww,0,0,0,3,0,1,0,1
one-,0,0,0,4,1,0,0,0
dependent,0,0,0,9,0,0,0,0
175-mile,0,0,0,8,1,0,1,0
universityofmassachusetts--boston,1,0,0,33,1,0,0,1
umassb,0,0,0,6,0,1,0,1
its,0,0,0,3,0,0,0,0
comprehensive,0,0,0,13,0,0,0,0
universityofmassachusetts--dartmouth,1,0,0,36,1,0,0,1
umassd,0,0,0,6,0,1,0,1
screenwriter,0,0,0,12,0,0,0,0
umass-dartmouth,0,0,0,15,1,0,0,1
bedford,0,0,0,7,0,0,0,0
universityofmassachusetts--lowell,1,0,0,33,1,0,0,1
setting,0,0,0,7,0,0,0,0
universityofmemphis,1,0,0,19,0,0,0,1
uom,0,0,0,3,0,1,0,1
stephen,0,0,0,7,0,0,0,0
gostkowski,0,0,0,10,0,0,0,0
universityofmiami,1,0,0,17,0,0,0,1
for,0,0,0,3,0,0,0,0
coast,0,0,0,5,0,0,0,0
universityofmiami,1,0,0,17,0,0,0,1
universityofmichigan--annarbor,1,0,0,30,1,0,0,1
it,0,0,0,2,0,0,0,0
universityofmichigan--annarbor,1,0,0,30,1,0,0,1
universityofmichigan,1,1,0,20,0,0,0,1
ann,0,0,0,3,0,0,0,0
liu,0,0,0,3,0,0,0,0
universityofminnesota--twincities,1,0,0,33,1,0,0,1
universityofminnesota,1,1,0,21,0,0,0,1
freshmen,0,0,0,8,0,0,0,0
than,0,0,0,4,0,0,0,0
universityofmississippi,1,1,0,23,0,0,0,1
universityofmississippi,1,1,0,23,0,0,0,1
sororities,0,0,0,10,0,0,0,0
universityofmissouri,1,1,0,20,0,0,0,1
universityofmissouri,1,1,0,20,0,0,0,1
truman,0,0,0,6,0,0,0,0
universityofmissouri--kansascity,1,0,0,32,1,0,0,1
umkc,0,0,0,4,0,1,0,1
kangaroo,0,0,0,8,0,0,0,0
truman,0,0,0,6,0,0,0,0
universityofmissouri--st.louis,1,0,0,30,1,0,0,1
umst,0,0,0,4,0,1,0,1
umsl,0,0,0,4,0,1,0,1
phyllis,0,0,0,7,0,0,0,0
smith,0,0,0,5,0,0,0,0
universityofmontana,1,1,0,19,0,0,0,1
o'connor,0,0,0,8,0,0,0,0
simmons,0,0,0,7,0,0,0,0
universityofnebraska--lincoln,1,0,0,29,1,0,0,1
unl,0,0,0,3,0,1,0,1
athletic,0,0,0,8,0,0,0,0
universityofnebraska--omaha,1,0,0,27,1,0,0,1
uno,0,0,0,3,0,1,0,1
clinton,0,0,0,7,0,0,0,0
nasa,0,0,0,4,0,1,0,0
universityofnevada--lasvegas,1,0,0,28,1,0,0,1
unlv,0,0,0,4,0,1,0,1
william,0,0,0,7,0,0,0,0
boyd,0,0,0,4,0,0,0,0
universityofnevada--reno,1,0,0,24,1,0,0,1
unr,0,0,0,3,0,1,0,1
traditions,0,0,0,10,0,0,0,0
universityofnewhampshire,1,1,0,24,0,0,0,1
unh,0,0,0,3,0,1,0,0
even,0,0,0,4,0,0,0,0
universityofnewmexico,1,1,0,21,0,0,0,1
"$21,302",0,0,0,7,0,0,1,0
universityofneworleans,1,0,0,22,0,0,0,1
uno,0,0,0,3,0,1,0,1
pontchartrain,0,0,0,13,0,0,0,0
swampball,0,0,0,9,0,0,0,0
universityofnorthcarolina--chapelhill,1,0,0,37,1,0,0,1
universityofnorthcarolina—chapelhill,1,0,0,38,0,0,0,1
unc,0,0,0,3,0,1,0,1
of,0,0,0,2,0,0,0,0
conference,0,0,0,10,0,0,0,0
u.s.,0,0,0,4,0,0,0,0
universityofnorthcarolina--charlotte,1,0,0,36,1,0,0,1
uncc,0,0,0,4,0,1,0,1
wooded,0,0,0,6,0,0,0,0
charlotte,0,0,0,9,0,0,0,0
universityofnorthcarolina--greensboro,1,0,0,37,1,0,0,1
uncg,0,0,0,4,0,1,0,1
claudia,0,0,0,7,0,0,0,0
emerson,0,0,0,7,0,0,0,0
universityofnorthdakota,1,1,0,23,0,0,0,1
und,0,0,0,3,0,1,0,1
grand,0,0,0,5,0,0,0,0
forks,0,0,0,5,0,0,0,0
universityofnorthtexas,1,1,0,22,0,0,0,1
unt,0,0,0,3,0,1,0,1
grammynominated,0,0,0,15,0,0,0,0
jones,0,0,0,5,0,0,0,0
orbison,0,0,0,7,0,0,0,0
universityofnortherncolorado,1,1,0,28,0,0,0,1
unc,0,0,0,3,0,1,0,1
greg,0,0,0,4,0,0,0,0
talladega,0,0,0,9,0,0,0,0
universityofnotredame,1,0,0,21,0,0,0,1
universityofnotredame,1,0,0,21,0,0,0,1
on,0,0,0,2,0,0,0,0
the,0,0,0,3,0,0,0,0
universityofoklahoma,1,1,0,20,0,0,0,1
ou,0,0,0,2,0,1,0,1
major,0,0,0,5,0,0,0,0
universityoforegon,1,1,0,18,0,0,0,1
uo,0,0,0,2,0,1,0,1
short,0,0,0,5,0,0,0,0
universityofpennsylvania,1,1,0,24,0,0,0,1
universityofpennsylvania,1,1,0,24,0,0,0,1
also,0,0,0,4,0,0,0,0
eight,0,0,0,5,0,0,0,0
universityofpittsburgh,1,0,0,22,0,0,0,1
3-mile,0,0,0,6,1,0,1,0
zoo,0,0,0,3,0,0,0,0
universityofpittsburgh,1,0,0,22,0,0,0,1
universityofrhodeisland,1,1,0,23,0,0,0,1
uri,0,0,0,3,0,1,0,1
most,0,0,0,4,0,0,0,0
universityofrochester,1,0,0,21,0,0,0,1
universityofrochester,1,0,0,21,0,0,0,1
live,0,0,0,4,0,0,0,0
half,0,0,0,4,0,0,0,0
universityofsandiego,1,0,0,20,0,0,0,1
universityofsandiego,1,0,0,20,0,0,0,1
la,0,0,0,2,0,0,0,0
tier,0,0,0,4,0,0,0,0
universityofsanfrancisco,1,0,0,24,0,0,0,1
usf,0,0,0,3,0,1,0,1
division,0,0,0,8,0,0,0,0
universityofsouthalabama,1,1,0,24,0,0,0,1
gulf,0,0,0,4,0,0,0,0
uosa,0,0,0,4,0,1,0,1
jaguars,0,0,0,7,0,0,0,0
belt,0,0,0,4,0,0,0,0
universityofsouthcarolina,1,1,0,25,0,0,0,1
usc,0,0,0,3,0,1,0,1
gamecocks,0,0,0,9,0,0,0,0
universityofsouthdakota,1,1,0,23,0,0,0,1
usd,0,0,0,3,0,1,0,1
tim,0,0,0,3,0,0,0,0
johnson,0,0,0,7,0,0,0,0
universityofsouthflorida,1,1,0,24,0,0,0,1
usf,0,0,0,3,0,1,0,1
commonly,0,0,0,8,0,0,0,0
universityofsoutherncalifornia,1,1,0,30,0,0,0,1
known,0,0,0,5,0,0,0,0
usc,0,0,0,3,0,1,0,1
andrew,0,0,0,6,0,0,0,0
universityofsouthernmississippi,1,1,0,31,0,0,0,1
usm,0,0,0,3,0,1,0,1
psychology,0,0,0,10,0,0,0,0
buffett,0,0,0,7,0,0,0,0
universityofst.thomas,1,0,0,21,0,0,0,1
"$39,594",0,0,0,7,0,0,1,0
universityoftennessee,1,1,0,21,0,0,0,1
ut,0,0,0,2,0,1,0,1
lady,0,0,0,4,0,0,0,0
universityoftexas--arlington,1,0,0,28,1,0,0,1
uota,0,0,0,4,0,1,0,1
arlington,0,0,0,9,0,0,0,0
designated,0,0,0,10,0,0,0,0
focus,0,0,0,5,0,0,0,0
webbased,0,0,0,8,0,0,0,0
universityoftexas--austin,1,0,0,25,1,0,0,1
more,0,0,0,4,0,0,0,0
ut—austin,0,0,0,11,0,0,0,1
are,0,0,0,3,0,0,0,0
universityoftexas--dallas,1,0,0,25,1,0,0,1
"$12,162",0,0,0,7,0,0,1,0
universityoftexas--elpaso,1,0,0,25,1,0,0,1
best,0,0,0,4,0,0,0,0
utep,0,0,0,4,0,1,0,1
its,0,0,0,3,0,0,0,0
universityoftexas--sanantonio,1,0,0,29,1,0,0,1
utsa,0,0,0,4,0,1,0,1
premier,0,0,0,7,0,0,0,0
embraces,0,0,0,8,0,0,0,0
universityofthecumberlands,1,0,0,26,0,0,0,1
uoc,0,0,0,3,0,1,0,1
fellowman,0,0,0,9,0,0,0,0
youngsters,0,0,0,10,0,0,0,0
universityofthepacific,1,0,0,22,0,0,0,1
up,0,0,0,2,0,1,0,1
upperclassmen,0,0,0,13,0,0,0,0
universityoftoledo,1,0,0,18,0,0,0,1
uot,0,0,0,3,0,1,0,1
endeavors,0,0,0,9,0,0,0,0
vi.wellness,0,0,0,11,0,0,0,0
universityoftulsa,1,0,0,17,0,0,0,1
universityoftulsa,1,0,0,17,0,0,0,1
hurricane,0,0,0,9,0,0,0,0
dr.phil,0,0,0,7,0,0,0,0
universityofutah,1,1,0,16,0,0,0,1
uu,0,0,0,2,0,1,0,1
or,0,0,0,2,0,0,0,0
universityofvermont,1,1,0,19,0,0,0,1
uvm,0,0,0,3,0,1,0,1
ropes,0,0,0,5,0,0,0,0
cat,0,0,0,3,0,0,0,0
universityofwashington,1,1,0,22,0,0,0,1
uw,0,0,0,2,0,1,0,1
pac-12,0,0,0,6,1,0,1,0
co-creator,0,0,0,10,1,0,0,0
universityofwestflorida,1,1,0,23,0,0,0,1
uwf,0,0,0,3,0,1,0,1
aren't,0,0,0,6,0,0,0,0
ms.,0,0,0,3,0,0,0,0
universityofwestgeorgia,1,1,0,23,0,0,0,1
uwg,0,0,0,3,0,1,0,1
3.2,0,0,0,3,0,0,1,0
www.,0,0,0,4,0,0,0,0
universityofwisconsin--madison,1,0,0,30,1,0,0,1
uw-madison,0,0,0,10,1,0,0,1
uwm,0,0,0,3,0,1,0,1
one,0,0,0,3,0,0,0,0
opt,0,0,0,3,0,0,0,0
past,0,0,0,4,0,0,0,0
universityofwisconsin--milwaukee,1,0,0,32,1,0,0,1
uwm,0,0,0,3,0,1,0,1
rygiel,0,0,0,6,0,0,0,0
harleydavidson,0,0,0,14,0,0,0,0
universityofwyoming,1,1,0,19,0,0,0,1
uw,0,0,0,2,0,1,0,1
credit,0,0,0,6,0,0,0,0
utahstateuniversity,1,1,1,19,0,0,0,1
usu,0,0,0,3,0,1,0,1
fostering,0,0,0,9,0,0,0,0
cultivating,0,0,0,11,0,0,0,0
serving,0,0,0,7,0,0,0,0
valdostastateuniversity,1,0,1,23,0,0,0,1
vsu,0,0,0,3,0,1,0,1
mild,0,0,0,4,0,0,0,0
mexico,0,1,0,6,0,0,0,0
vanderbiltuniversity,1,0,0,20,0,0,0,1
vanderbiltuniversity,1,0,0,20,0,0,0,1
role,0,0,0,4,0,0,0,0
highly,0,0,0,6,0,0,0,0
villanovauniversity,1,0,0,19,0,0,0,1
utilizes,0,0,0,8,0,0,0,0
villanovauniversity,1,0,0,19,0,0,0,1
first,0,0,0,5,0,0,0,0
