_id,ltable_id,rtable_id,ltable_title,ltable_year,rtable_title,rtable_year,label
1500,854875,467035,xxx live,2007,heaven and hell: live from radio city music hall,2007,0
1502,856065,107720,y el cine marcha. una historia del cine al servicio de los derechos humanos,2008,hechos y protagonistas,2008,0
1505,856345,247895,y?vuoro: night of the living doll,1995,the history of rock n roll,1995,0
1507,856345,530081,y?vuoro: night of the living doll,1995,magic gift of the snowman,1995,0
1510,856746,728384,yagavarayinum naa kakka,2015,yagavarayinum naa kakka,2015,1
1514,859609,336299,ynang-bayan: to be a woman is to live at a time of war,1991,a time to die,1991,0
1526,860814,693244,you got what i need,2016,there i go,2016,0
1527,860814,699689,you got what i need,2016,tony robbins: i am not your guru,2016,0
1533,860905,404351,you love me i hate you,1994,dance me outside,1994,0
1535,860912,306322,you make me feel so young,2013,tu cara me suena - argentina,2013,0
1537,860986,521122,you only live once,1937,live  love and learn,1937,0
1544,861069,217540,you think you really know me: the gary wilson story,2005,so you think you can dance,2005,0
1554,861353,466873,you're looking at me like i live here and i don't,2010,heaven & hell - neon nights  live in europe,2010,0
1556,861474,251307,you're a good man  charlie brown,2015,the last man on earth,2015,0
1565,862005,600542,your day is gonna come,2013,runaway day,2013,0
1567,862165,699689,your second chance,2016,tony robbins: i am not your guru,2016,0
1575,864604,185916,zarpazos! un viaje por el spanish horror,2013,por siempre mi amor,2013,0
1576,864836,731679,zbog tebe,2016,zbog tebe,2016,1
1582,866630,668240,zimbabwe: state of denial,2010,the king of fighters,2010,0
1583,866630,690828,zimbabwe: state of denial,2010,the weird world of blowfly,2010,0
1589,867718,625107,zombie queen from outer space,2014,space trucker bruce,2014,0
1593,867862,593595,zombies of oz: tin,2012,revenge of the petites,2012,0
1596,867901,180734,zombinladen: the axis of evil dead,2011,person of interest,2011,0
1598,867901,657576,zombinladen: the axis of evil dead,2011,the economics of happiness,2011,0
1602,868209,715750,zork & zamien's big day out,2004,wwe day of reckoning,2004,0
1607,869183,715750,zzzzzzzzzz: john doel portrait of a sleepologist,2004,wwe day of reckoning,2004,0
1614,869228,435978,b r o k e n... a love story,2007,fall guy: the john stewart story,2007,0
1617,869325,149774,exposed: the making of a legend,2005,masters of horror,2005,0
1625,869508,168029,il mondo di patty - la festa di patty al cinema,2010,no me la puc treure del cap,2010,0
1645,869715,350165,thousands of children,2015,animal house of blues 33 1/3,2015,0
